reporting_level,province,indicator,metric,data_year,unit_of_measurement,indicator_result
Provincial,Ontario,Colorectal Cancer Surgery,90th Percentile,2020FY,Days,38.0
Provincial,Ontario,Colorectal Cancer Surgery,Volume,2020FY,Number of cases,4217.0
Provincial,Ontario,CT Scan,50th Percentile,2020FY,Days,5.0
Provincial,Ontario,CT Scan,90th Percentile,2020FY,Days,62.0
Provincial,Ontario,CT Scan,Volume,2020FY,Number of cases,931251.0
Provincial,Ontario,Hip Replacement,% Meeting Benchmark,2020FY,Proportion,71.6598400624147
Provincial,Ontario,Hip Replacement,50th Percentile,2020FY,Days,99.0
Provincial,Ontario,Hip Replacement,90th Percentile,2020FY,Days,329.0
Provincial,Ontario,Hip Replacement,Volume,2020FY,Number of cases,15381.0
Provincial,Ontario,Knee Replacement,% Meeting Benchmark,2020FY,Proportion,66.2069563708908
Provincial,Ontario,Knee Replacement,50th Percentile,2020FY,Days,115.0
Provincial,Ontario,Knee Replacement,90th Percentile,2020FY,Days,371.0
Provincial,Ontario,Knee Replacement,Volume,2020FY,Number of cases,23058.0
Provincial,Ontario,Lung Cancer Surgery,50th Percentile,2020FY,Days,18.0
Provincial,Ontario,Lung Cancer Surgery,90th Percentile,2020FY,Days,40.0
Provincial,Ontario,Lung Cancer Surgery,Volume,2020FY,Number of cases,2782.0
Provincial,Ontario,MRI Scan,50th Percentile,2020FY,Days,28.0
Provincial,Ontario,MRI Scan,90th Percentile,2020FY,Days,157.0
Provincial,Ontario,MRI Scan,Volume,2020FY,Number of cases,629520.0
Provincial,Ontario,Prostate Cancer Surgery,50th Percentile,2020FY,Days,37.0
Provincial,Ontario,Prostate Cancer Surgery,90th Percentile,2020FY,Days,107.0
Provincial,Ontario,Prostate Cancer Surgery,Volume,2020FY,Number of cases,2226.0
Provincial,Ontario,Radiation Therapy,% Meeting Benchmark,2020FY,Proportion,98.47
Provincial,Ontario,Radiation Therapy,50th Percentile,2020FY,Days,9.1
Provincial,Ontario,Radiation Therapy,90th Percentile,2020FY,Days,16.1
Provincial,Ontario,Radiation Therapy,Volume,2020FY,Number of cases,32895.0
Provincial,Prince Edward Island,Bladder Cancer Surgery,50th Percentile,2020FY,Days,26.0
Provincial,Prince Edward Island,Bladder Cancer Surgery,90th Percentile,2020FY,Days,75.0
Provincial,Prince Edward Island,Bladder Cancer Surgery,Volume,2020FY,Number of cases,76.0
Provincial,Prince Edward Island,Breast Cancer Surgery,50th Percentile,2020FY,Days,15.0
Provincial,Prince Edward Island,Breast Cancer Surgery,90th Percentile,2020FY,Days,30.0
Provincial,Prince Edward Island,Breast Cancer Surgery,Volume,2020FY,Number of cases,106.0
Provincial,Prince Edward Island,CABG,50th Percentile,2020FY,Days,N/A
Provincial,Prince Edward Island,CABG,90th Percentile,2020FY,Days,N/A
Provincial,Prince Edward Island,CABG,Volume,2020FY,Number of cases,N/A
Provincial,Prince Edward Island,Cataract Surgery,% Meeting Benchmark,2020FY,Proportion,19.5
Provincial,Prince Edward Island,Cataract Surgery,50th Percentile,2020FY,Days,221.5
Provincial,Prince Edward Island,Cataract Surgery,90th Percentile,2020FY,Days,438.5
Provincial,Prince Edward Island,Cataract Surgery,Volume,2020FY,Number of cases,1413.0
Provincial,Prince Edward Island,Colorectal Cancer Surgery,50th Percentile,2020FY,Days,14.0
Provincial,Prince Edward Island,Colorectal Cancer Surgery,90th Percentile,2020FY,Days,32.5
Provincial,Prince Edward Island,Colorectal Cancer Surgery,Volume,2020FY,Number of cases,57.0
Provincial,Prince Edward Island,CT Scan,50th Percentile,2020FY,Days,18.0
Provincial,Prince Edward Island,CT Scan,90th Percentile,2020FY,Days,113.23
Provincial,Prince Edward Island,CT Scan,Volume,2020FY,Number of cases,10743.0
Provincial,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2020FY,Proportion,91.8
Provincial,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2020FY,Hours,14.4
Provincial,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2020FY,Hours,40.9
Provincial,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,Volume,2020FY,Number of cases,147.0
Provincial,Prince Edward Island,Hip Replacement,% Meeting Benchmark,2020FY,Proportion,53.8
Provincial,Prince Edward Island,Hip Replacement,50th Percentile,2020FY,Days,166.4
Provincial,Prince Edward Island,Hip Replacement,90th Percentile,2020FY,Days,441.1
Provincial,Prince Edward Island,Hip Replacement,Volume,2020FY,Number of cases,261.0
Provincial,Prince Edward Island,Knee Replacement,% Meeting Benchmark,2020FY,Proportion,29.8
Provincial,Prince Edward Island,Knee Replacement,50th Percentile,2020FY,Days,292.3
Provincial,Prince Edward Island,Knee Replacement,90th Percentile,2020FY,Days,494.4
Provincial,Prince Edward Island,Knee Replacement,Volume,2020FY,Number of cases,459.0
Provincial,Prince Edward Island,Lung Cancer Surgery,50th Percentile,2020FY,Days,N/A
Provincial,Prince Edward Island,Lung Cancer Surgery,90th Percentile,2020FY,Days,N/A
Provincial,Prince Edward Island,Lung Cancer Surgery,Volume,2020FY,Number of cases,N/A
Provincial,Prince Edward Island,MRI Scan,50th Percentile,2020FY,Days,34.0
Provincial,Prince Edward Island,MRI Scan,90th Percentile,2020FY,Days,203.3
Provincial,Prince Edward Island,MRI Scan,Volume,2020FY,Number of cases,4627.0
Provincial,Prince Edward Island,Prostate Cancer Surgery,50th Percentile,2020FY,Days,N/A
Provincial,Prince Edward Island,Prostate Cancer Surgery,90th Percentile,2020FY,Days,N/A
Provincial,Prince Edward Island,Prostate Cancer Surgery,Volume,2020FY,Number of cases,N/A
Provincial,Prince Edward Island,Radiation Therapy,% Meeting Benchmark,2020FY,Proportion,98.8
Provincial,Prince Edward Island,Radiation Therapy,50th Percentile,2020FY,Days,12.0
Provincial,Prince Edward Island,Radiation Therapy,90th Percentile,2020FY,Days,21.0
Provincial,Prince Edward Island,Radiation Therapy,Volume,2020FY,Number of cases,487.0
Provincial,Quebec,Bladder Cancer Surgery,50th Percentile,2020FY,Days,25.0
Provincial,Quebec,Bladder Cancer Surgery,90th Percentile,2020FY,Days,54.0
Provincial,Quebec,Bladder Cancer Surgery,Volume,2020FY,Number of cases,6933.0
Provincial,Quebec,Breast Cancer Surgery,50th Percentile,2020FY,Days,19.0
Provincial,Quebec,Breast Cancer Surgery,90th Percentile,2020FY,Days,41.0
Provincial,Quebec,Breast Cancer Surgery,Volume,2020FY,Number of cases,8005.0
Provincial,Quebec,CABG,50th Percentile,2020FY,Days,N/A
Provincial,Quebec,CABG,90th Percentile,2020FY,Days,N/A
Provincial,Quebec,CABG,Volume,2020FY,Number of cases,N/A
Provincial,Quebec,Cataract Surgery,% Meeting Benchmark,2020FY,Proportion,65.7334287007167
Provincial,Quebec,Cataract Surgery,50th Percentile,2020FY,Days,57.0
Provincial,Quebec,Cataract Surgery,90th Percentile,2020FY,Days,252.0
Provincial,Quebec,Cataract Surgery,Volume,2020FY,Number of cases,68507.0
Provincial,Quebec,Colorectal Cancer Surgery,50th Percentile,2020FY,Days,20.0
Provincial,Quebec,Colorectal Cancer Surgery,90th Percentile,2020FY,Days,42.0
Provincial,Quebec,Colorectal Cancer Surgery,Volume,2020FY,Number of cases,3308.0
Provincial,Quebec,CT Scan,50th Percentile,2020FY,Days,N/A
Provincial,Quebec,CT Scan,90th Percentile,2020FY,Days,N/A
Provincial,Quebec,CT Scan,Volume,2020FY,Number of cases,N/A
Provincial,Quebec,Hip Replacement,% Meeting Benchmark,2020FY,Proportion,55.5116814741691
Provincial,Quebec,Hip Replacement,50th Percentile,2020FY,Days,161.0
Provincial,Quebec,Hip Replacement,90th Percentile,2020FY,Days,370.0
Provincial,Quebec,Hip Replacement,Volume,2020FY,Number of cases,6078.0
Provincial,Quebec,Knee Replacement,% Meeting Benchmark,2020FY,Proportion,44.9786628733997
Provincial,Quebec,Knee Replacement,50th Percentile,2020FY,Days,201.0
Provincial,Quebec,Knee Replacement,90th Percentile,2020FY,Days,386.0
Provincial,Quebec,Knee Replacement,Volume,2020FY,Number of cases,7030.0
Provincial,Quebec,Lung Cancer Surgery,50th Percentile,2020FY,Days,24.0
Provincial,Quebec,Lung Cancer Surgery,90th Percentile,2020FY,Days,54.0
Provincial,Quebec,Lung Cancer Surgery,Volume,2020FY,Number of cases,2759.0
Provincial,Quebec,MRI Scan,50th Percentile,2020FY,Days,N/A
Provincial,Quebec,MRI Scan,90th Percentile,2020FY,Days,N/A
Provincial,Quebec,MRI Scan,Volume,2020FY,Number of cases,N/A
Provincial,Quebec,Prostate Cancer Surgery,50th Percentile,2020FY,Days,36.0
Provincial,Quebec,Prostate Cancer Surgery,90th Percentile,2020FY,Days,94.0
Provincial,Quebec,Prostate Cancer Surgery,Volume,2020FY,Number of cases,1689.0
Provincial,Quebec,Radiation Therapy,% Meeting Benchmark,2020FY,Proportion,99.0
Provincial,Quebec,Radiation Therapy,50th Percentile,2020FY,Days,N/A
Provincial,Quebec,Radiation Therapy,90th Percentile,2020FY,Days,N/A
Provincial,Quebec,Radiation Therapy,Volume,2020FY,Number of cases,N/A
Provincial,Saskatchewan,Bladder Cancer Surgery,50th Percentile,2020FY,Days,15.0
Provincial,Saskatchewan,Bladder Cancer Surgery,90th Percentile,2020FY,Days,25.0
Provincial,Saskatchewan,Bladder Cancer Surgery,Volume,2020FY,Number of cases,557.0
Provincial,Saskatchewan,Breast Cancer Surgery,50th Percentile,2020FY,Days,15.0
Provincial,Saskatchewan,Breast Cancer Surgery,90th Percentile,2020FY,Days,32.0
Provincial,Saskatchewan,Breast Cancer Surgery,Volume,2020FY,Number of cases,671.0
Provincial,Saskatchewan,CABG,50th Percentile,2020FY,Days,4.0
Provincial,Saskatchewan,CABG,90th Percentile,2020FY,Days,90.0
Provincial,Saskatchewan,CABG,Volume,2020FY,Number of cases,269.0
Provincial,Saskatchewan,Cataract Surgery,% Meeting Benchmark,2020FY,Proportion,55.234255526206
Provincial,Saskatchewan,Cataract Surgery,50th Percentile,2020FY,Days,96.0
Provincial,Saskatchewan,Cataract Surgery,90th Percentile,2020FY,Days,315.0
Provincial,Saskatchewan,Cataract Surgery,Volume,2020FY,Number of cases,7193.0
Provincial,Saskatchewan,Colorectal Cancer Surgery,50th Percentile,2020FY,Days,16.0
Provincial,Saskatchewan,Colorectal Cancer Surgery,90th Percentile,2020FY,Days,37.0
Provincial,Saskatchewan,Colorectal Cancer Surgery,Volume,2020FY,Number of cases,332.0
Provincial,Saskatchewan,CT Scan,50th Percentile,2020FY,Days,21.0
Provincial,Saskatchewan,CT Scan,90th Percentile,2020FY,Days,106.0
Provincial,Saskatchewan,CT Scan,Volume,2020FY,Number of cases,41772.0
Provincial,Saskatchewan,Hip Replacement,% Meeting Benchmark,2020FY,Proportion,43.5294117647059
Provincial,Saskatchewan,Hip Replacement,50th Percentile,2020FY,Days,226.0
Provincial,Saskatchewan,Hip Replacement,90th Percentile,2020FY,Days,502.0
Provincial,Saskatchewan,Hip Replacement,Volume,2020FY,Number of cases,1105.0
Provincial,Saskatchewan,Knee Replacement,% Meeting Benchmark,2020FY,Proportion,32.0719602977668
Provincial,Saskatchewan,Knee Replacement,50th Percentile,2020FY,Days,311.0
Provincial,Saskatchewan,Knee Replacement,90th Percentile,2020FY,Days,561.0
Provincial,Saskatchewan,Knee Replacement,Volume,2020FY,Number of cases,1612.0
Provincial,Saskatchewan,Lung Cancer Surgery,50th Percentile,2020FY,Days,15.0
Provincial,Saskatchewan,Lung Cancer Surgery,90th Percentile,2020FY,Days,43.0
Provincial,Saskatchewan,Lung Cancer Surgery,Volume,2020FY,Number of cases,133.0
Provincial,Saskatchewan,MRI Scan,50th Percentile,2020FY,Days,35.0
Provincial,Saskatchewan,MRI Scan,90th Percentile,2020FY,Days,225.0
Provincial,Saskatchewan,MRI Scan,Volume,2020FY,Number of cases,21763.0
Provincial,Saskatchewan,Prostate Cancer Surgery,50th Percentile,2020FY,Days,36.5
Provincial,Saskatchewan,Prostate Cancer Surgery,90th Percentile,2020FY,Days,122.0
Provincial,Saskatchewan,Prostate Cancer Surgery,Volume,2020FY,Number of cases,156.0
Provincial,Saskatchewan,Radiation Therapy,% Meeting Benchmark,2020FY,Proportion,97.0
Provincial,Saskatchewan,Radiation Therapy,50th Percentile,2020FY,Days,7.0
Provincial,Saskatchewan,Radiation Therapy,90th Percentile,2020FY,Days,20.0
Provincial,Saskatchewan,Radiation Therapy,Volume,2020FY,Number of cases,2346.0
Provincial,Alberta,Bladder Cancer Surgery,50th Percentile,2021FY,Days,25.0
Provincial,Alberta,Bladder Cancer Surgery,90th Percentile,2021FY,Days,65.0
Provincial,Alberta,Bladder Cancer Surgery,Volume,2021FY,Number of cases,2136.0
Provincial,Alberta,Breast Cancer Surgery,50th Percentile,2021FY,Days,18.0
Provincial,Alberta,Breast Cancer Surgery,90th Percentile,2021FY,Days,38.0
Provincial,Alberta,Breast Cancer Surgery,Volume,2021FY,Number of cases,3525.0
Provincial,Alberta,CABG,50th Percentile,2021FY,Days,6.0
Provincial,Alberta,CABG,90th Percentile,2021FY,Days,65.0
Provincial,Alberta,CABG,Volume,2021FY,Number of cases,870.0
Provincial,Alberta,Cataract Surgery,% Meeting Benchmark,2021FY,Proportion,64.7
Provincial,Alberta,Cataract Surgery,50th Percentile,2021FY,Days,71.0
Provincial,Alberta,Cataract Surgery,90th Percentile,2021FY,Days,263.0
Provincial,Alberta,Cataract Surgery,Volume,2021FY,Number of cases,30488.0
Provincial,Alberta,Colorectal Cancer Surgery,50th Percentile,2021FY,Days,22.0
Provincial,Alberta,Colorectal Cancer Surgery,90th Percentile,2021FY,Days,55.0
Provincial,Alberta,Colorectal Cancer Surgery,Volume,2021FY,Number of cases,1384.0
Provincial,Alberta,CT Scan,50th Percentile,2021FY,Days,9.0
Provincial,Alberta,CT Scan,90th Percentile,2021FY,Days,76.0
Provincial,Alberta,CT Scan,Volume,2021FY,Number of cases,150326.0
Provincial,Alberta,Hip Replacement,% Meeting Benchmark,2021FY,Proportion,51.2
Provincial,Alberta,Hip Replacement,50th Percentile,2021FY,Days,179.0
Provincial,Alberta,Hip Replacement,90th Percentile,2021FY,Days,427.0
Provincial,Alberta,Hip Replacement,Volume,2021FY,Number of cases,3988.0
Provincial,Alberta,Knee Replacement,% Meeting Benchmark,2021FY,Proportion,39.7
Provincial,Alberta,Knee Replacement,50th Percentile,2021FY,Days,218.0
Provincial,Alberta,Knee Replacement,90th Percentile,2021FY,Days,484.0
Provincial,Alberta,Knee Replacement,Volume,2021FY,Number of cases,5222.0
Provincial,Alberta,Lung Cancer Surgery,50th Percentile,2021FY,Days,29.0
Provincial,Alberta,Lung Cancer Surgery,90th Percentile,2021FY,Days,62.0
Provincial,Alberta,Lung Cancer Surgery,Volume,2021FY,Number of cases,731.0
Provincial,Alberta,MRI Scan,50th Percentile,2021FY,Days,33.0
Provincial,Alberta,MRI Scan,90th Percentile,2021FY,Days,172.0
Provincial,Alberta,MRI Scan,Volume,2021FY,Number of cases,135017.0
Provincial,Alberta,Prostate Cancer Surgery,50th Percentile,2021FY,Days,67.0
Provincial,Alberta,Prostate Cancer Surgery,90th Percentile,2021FY,Days,148.0
Provincial,Alberta,Prostate Cancer Surgery,Volume,2021FY,Number of cases,944.0
Provincial,Alberta,Radiation Therapy,% Meeting Benchmark,2021FY,Proportion,99.0
Provincial,Alberta,Radiation Therapy,50th Percentile,2021FY,Days,9.1
Provincial,Alberta,Radiation Therapy,90th Percentile,2021FY,Days,20.3
Provincial,Alberta,Radiation Therapy,Volume,2021FY,Number of cases,9627.0
Provincial,British Columbia,Bladder Cancer Surgery,50th Percentile,2021FY,Days,25.0
Provincial,British Columbia,Bladder Cancer Surgery,90th Percentile,2021FY,Days,58.0
Provincial,British Columbia,Bladder Cancer Surgery,Volume,2021FY,Number of cases,3873.0
Provincial,British Columbia,Breast Cancer Surgery,50th Percentile,2021FY,Days,18.0
Provincial,British Columbia,Breast Cancer Surgery,90th Percentile,2021FY,Days,42.0
Provincial,British Columbia,Breast Cancer Surgery,Volume,2021FY,Number of cases,4576.0
Provincial,British Columbia,CABG,50th Percentile,2021FY,Days,7.0
Provincial,British Columbia,CABG,90th Percentile,2021FY,Days,79.0
Provincial,British Columbia,CABG,Volume,2021FY,Number of cases,1662.0
Provincial,British Columbia,Cataract Surgery,% Meeting Benchmark,2021FY,Proportion,77.2617377946971
Provincial,British Columbia,Cataract Surgery,50th Percentile,2021FY,Days,45.0
Provincial,British Columbia,Cataract Surgery,90th Percentile,2021FY,Days,203.0
Provincial,British Columbia,Cataract Surgery,Volume,2021FY,Number of cases,74865.0
Provincial,British Columbia,Colorectal Cancer Surgery,50th Percentile,2021FY,Days,19.0
Provincial,British Columbia,Colorectal Cancer Surgery,90th Percentile,2021FY,Days,45.0
Provincial,British Columbia,Colorectal Cancer Surgery,Volume,2021FY,Number of cases,1791.0
Provincial,British Columbia,CT Scan,50th Percentile,2021FY,Days,22.0
Provincial,British Columbia,CT Scan,90th Percentile,2021FY,Days,101.0
Provincial,British Columbia,CT Scan,Volume,2021FY,Number of cases,290956.0
Provincial,British Columbia,Hip Replacement,% Meeting Benchmark,2021FY,Proportion,71.3009238225049
Provincial,British Columbia,Hip Replacement,50th Percentile,2021FY,Days,113.0
Provincial,British Columbia,Hip Replacement,90th Percentile,2021FY,Days,295.0
Provincial,British Columbia,Hip Replacement,Volume,2021FY,Number of cases,6603.0
Provincial,British Columbia,Knee Replacement,% Meeting Benchmark,2021FY,Proportion,66.7927122722585
Provincial,British Columbia,Knee Replacement,50th Percentile,2021FY,Days,132.0
Provincial,British Columbia,Knee Replacement,90th Percentile,2021FY,Days,350.0
Provincial,British Columbia,Knee Replacement,Volume,2021FY,Number of cases,8727.0
Provincial,British Columbia,Lung Cancer Surgery,50th Percentile,2021FY,Days,21.0
Provincial,British Columbia,Lung Cancer Surgery,90th Percentile,2021FY,Days,49.0
Provincial,British Columbia,Lung Cancer Surgery,Volume,2021FY,Number of cases,982.0
Provincial,British Columbia,MRI Scan,50th Percentile,2021FY,Days,43.0
Provincial,British Columbia,MRI Scan,90th Percentile,2021FY,Days,128.0
Provincial,British Columbia,MRI Scan,Volume,2021FY,Number of cases,191397.0
Provincial,British Columbia,Prostate Cancer Surgery,50th Percentile,2021FY,Days,37.0
Provincial,British Columbia,Prostate Cancer Surgery,90th Percentile,2021FY,Days,104.0
Provincial,British Columbia,Prostate Cancer Surgery,Volume,2021FY,Number of cases,959.0
Provincial,British Columbia,Radiation Therapy,% Meeting Benchmark,2021FY,Proportion,87.8456491173254
Provincial,British Columbia,Radiation Therapy,50th Percentile,2021FY,Days,13.0
Provincial,British Columbia,Radiation Therapy,90th Percentile,2021FY,Days,31.0
Provincial,British Columbia,Radiation Therapy,Volume,2021FY,Number of cases,12802.0
Provincial,Manitoba,Bladder Cancer Surgery,50th Percentile,2021FY,Days,N/A
Provincial,Manitoba,Bladder Cancer Surgery,90th Percentile,2021FY,Days,N/A
Provincial,Manitoba,Bladder Cancer Surgery,Volume,2021FY,Number of cases,N/A
Provincial,Manitoba,Breast Cancer Surgery,50th Percentile,2021FY,Days,22.0
Provincial,Manitoba,Breast Cancer Surgery,90th Percentile,2021FY,Days,59.0
Provincial,Manitoba,Breast Cancer Surgery,Volume,2021FY,Number of cases,708.0
Provincial,Manitoba,CABG,50th Percentile,2021FY,Days,7.0
Provincial,Manitoba,CABG,90th Percentile,2021FY,Days,78.0
Provincial,Manitoba,CABG,Volume,2021FY,Number of cases,302.0
Provincial,Manitoba,Cataract Surgery,% Meeting Benchmark,2021FY,Proportion,59.0
Provincial,Manitoba,Cataract Surgery,50th Percentile,2021FY,Days,78.0
Provincial,Manitoba,Cataract Surgery,90th Percentile,2021FY,Days,409.0
Provincial,Manitoba,Cataract Surgery,Volume,2021FY,Number of cases,11727.0
Provincial,Manitoba,Colorectal Cancer Surgery,50th Percentile,2021FY,Days,N/A
Provincial,Manitoba,Colorectal Cancer Surgery,90th Percentile,2021FY,Days,N/A
Provincial,Manitoba,Colorectal Cancer Surgery,Volume,2021FY,Number of cases,N/A
Provincial,Manitoba,CT Scan,50th Percentile,2021FY,Days,29.0
Provincial,Manitoba,CT Scan,90th Percentile,2021FY,Days,115.0
Provincial,Manitoba,CT Scan,Volume,2021FY,Number of cases,113096.0
Provincial,Manitoba,Hip Replacement,% Meeting Benchmark,2021FY,Proportion,51.0
Provincial,Manitoba,Hip Replacement,50th Percentile,2021FY,Days,179.0
Provincial,Manitoba,Hip Replacement,90th Percentile,2021FY,Days,478.0
Provincial,Manitoba,Hip Replacement,Volume,2021FY,Number of cases,1464.0
Provincial,Manitoba,Knee Replacement,% Meeting Benchmark,2021FY,Proportion,35.0
Provincial,Manitoba,Knee Replacement,50th Percentile,2021FY,Days,277.0
Provincial,Manitoba,Knee Replacement,90th Percentile,2021FY,Days,599.0
Provincial,Manitoba,Knee Replacement,Volume,2021FY,Number of cases,2056.0
Provincial,Manitoba,Lung Cancer Surgery,50th Percentile,2021FY,Days,19.0
Provincial,Manitoba,Lung Cancer Surgery,90th Percentile,2021FY,Days,46.0
Provincial,Manitoba,Lung Cancer Surgery,Volume,2021FY,Number of cases,245.0
Provincial,Manitoba,MRI Scan,50th Percentile,2021FY,Days,70.0
Provincial,Manitoba,MRI Scan,90th Percentile,2021FY,Days,203.0
Provincial,Manitoba,MRI Scan,Volume,2021FY,Number of cases,74313.0
Provincial,Manitoba,Prostate Cancer Surgery,50th Percentile,2021FY,Days,N/A
Provincial,Manitoba,Prostate Cancer Surgery,90th Percentile,2021FY,Days,N/A
Provincial,Manitoba,Prostate Cancer Surgery,Volume,2021FY,Number of cases,N/A
Provincial,Manitoba,Radiation Therapy,% Meeting Benchmark,2021FY,Proportion,100.0
Provincial,Manitoba,Radiation Therapy,50th Percentile,2021FY,Days,14.0
Provincial,Manitoba,Radiation Therapy,90th Percentile,2021FY,Days,23.0
Provincial,Manitoba,Radiation Therapy,Volume,2021FY,Number of cases,3595.0
Provincial,New Brunswick,Bladder Cancer Surgery,50th Percentile,2021FY,Days,26.0
Provincial,New Brunswick,Bladder Cancer Surgery,90th Percentile,2021FY,Days,62.0
Provincial,New Brunswick,Bladder Cancer Surgery,Volume,2021FY,Number of cases,529.0
Provincial,New Brunswick,Breast Cancer Surgery,50th Percentile,2021FY,Days,22.0
Provincial,New Brunswick,Breast Cancer Surgery,90th Percentile,2021FY,Days,42.0
Provincial,New Brunswick,Breast Cancer Surgery,Volume,2021FY,Number of cases,751.0
Provincial,New Brunswick,CABG,50th Percentile,2021FY,Days,9.0
Provincial,New Brunswick,CABG,90th Percentile,2021FY,Days,193.0
Provincial,New Brunswick,CABG,Volume,2021FY,Number of cases,405.0
Provincial,New Brunswick,Cataract Surgery,% Meeting Benchmark,2021FY,Proportion,68.0
Provincial,New Brunswick,Cataract Surgery,50th Percentile,2021FY,Days,58.0
Provincial,New Brunswick,Cataract Surgery,90th Percentile,2021FY,Days,236.0
Provincial,New Brunswick,Cataract Surgery,Volume,2021FY,Number of cases,10467.0
Provincial,New Brunswick,Colorectal Cancer Surgery,50th Percentile,2021FY,Days,22.0
Provincial,New Brunswick,Colorectal Cancer Surgery,90th Percentile,2021FY,Days,50.0
Provincial,New Brunswick,Colorectal Cancer Surgery,Volume,2021FY,Number of cases,448.0
Provincial,New Brunswick,CT Scan,50th Percentile,2021FY,Days,N/A
Provincial,New Brunswick,CT Scan,90th Percentile,2021FY,Days,N/A
Provincial,New Brunswick,CT Scan,Volume,2021FY,Number of cases,N/A
Provincial,New Brunswick,Hip Replacement,% Meeting Benchmark,2021FY,Proportion,51.0
Provincial,New Brunswick,Hip Replacement,50th Percentile,2021FY,Days,178.0
Provincial,New Brunswick,Hip Replacement,90th Percentile,2021FY,Days,475.0
Provincial,New Brunswick,Hip Replacement,Volume,2021FY,Number of cases,950.0
Provincial,New Brunswick,Knee Replacement,% Meeting Benchmark,2021FY,Proportion,42.0
Provincial,New Brunswick,Knee Replacement,50th Percentile,2021FY,Days,217.0
Provincial,New Brunswick,Knee Replacement,90th Percentile,2021FY,Days,518.0
Provincial,New Brunswick,Knee Replacement,Volume,2021FY,Number of cases,1488.0
Provincial,New Brunswick,Lung Cancer Surgery,50th Percentile,2021FY,Days,26.0
Provincial,New Brunswick,Lung Cancer Surgery,90th Percentile,2021FY,Days,54.0
Provincial,New Brunswick,Lung Cancer Surgery,Volume,2021FY,Number of cases,135.0
Provincial,New Brunswick,MRI Scan,50th Percentile,2021FY,Days,N/A
Provincial,New Brunswick,MRI Scan,90th Percentile,2021FY,Days,N/A
Provincial,New Brunswick,MRI Scan,Volume,2021FY,Number of cases,N/A
Provincial,New Brunswick,Prostate Cancer Surgery,50th Percentile,2021FY,Days,33.0
Provincial,New Brunswick,Prostate Cancer Surgery,90th Percentile,2021FY,Days,69.0
Provincial,New Brunswick,Prostate Cancer Surgery,Volume,2021FY,Number of cases,171.0
Provincial,New Brunswick,Radiation Therapy,% Meeting Benchmark,2021FY,Proportion,96.8010517090272
Provincial,New Brunswick,Radiation Therapy,50th Percentile,2021FY,Days,12.0
Provincial,New Brunswick,Radiation Therapy,90th Percentile,2021FY,Days,27.0
Provincial,New Brunswick,Radiation Therapy,Volume,2021FY,Number of cases,2282.0
Provincial,Newfoundland and Labrador,Bladder Cancer Surgery,50th Percentile,2021FY,Days,22.0
Provincial,Newfoundland and Labrador,Bladder Cancer Surgery,90th Percentile,2021FY,Days,50.0
Provincial,Newfoundland and Labrador,Bladder Cancer Surgery,Volume,2021FY,Number of cases,276.0
Provincial,Newfoundland and Labrador,Breast Cancer Surgery,50th Percentile,2021FY,Days,15.0
Provincial,Newfoundland and Labrador,Breast Cancer Surgery,90th Percentile,2021FY,Days,30.0
Provincial,Newfoundland and Labrador,Breast Cancer Surgery,Volume,2021FY,Number of cases,395.0
Provincial,Newfoundland and Labrador,CABG,50th Percentile,2021FY,Days,13.0
Provincial,Newfoundland and Labrador,CABG,90th Percentile,2021FY,Days,255.0
Provincial,Newfoundland and Labrador,CABG,Volume,2021FY,Number of cases,385.0
Provincial,Newfoundland and Labrador,Cataract Surgery,% Meeting Benchmark,2021FY,Proportion,39.0
Provincial,Newfoundland and Labrador,Cataract Surgery,50th Percentile,2021FY,Days,143.0
Provincial,Newfoundland and Labrador,Cataract Surgery,90th Percentile,2021FY,Days,295.0
Provincial,Newfoundland and Labrador,Cataract Surgery,Volume,2021FY,Number of cases,2058.0
Provincial,Newfoundland and Labrador,Colorectal Cancer Surgery,50th Percentile,2021FY,Days,14.0
Provincial,Newfoundland and Labrador,Colorectal Cancer Surgery,90th Percentile,2021FY,Days,33.0
Provincial,Newfoundland and Labrador,Colorectal Cancer Surgery,Volume,2021FY,Number of cases,328.0
Provincial,Newfoundland and Labrador,CT Scan,50th Percentile,2021FY,Days,N/A
Provincial,Newfoundland and Labrador,CT Scan,90th Percentile,2021FY,Days,N/A
Provincial,Newfoundland and Labrador,CT Scan,Volume,2021FY,Number of cases,90533.0
Provincial,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2021FY,Proportion,97.0
Provincial,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2021FY,Hours,22.0
Provincial,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2021FY,Hours,42.0
Provincial,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,Volume,2021FY,Number of cases,388.0
Provincial,Newfoundland and Labrador,Hip Replacement,% Meeting Benchmark,2021FY,Proportion,55.0
Provincial,Newfoundland and Labrador,Hip Replacement,50th Percentile,2021FY,Days,169.0
