reporting_level,province,region,indicator,metric,data_year,unit_of_measurement,indicator_result
Provincial,Nova Scotia,,Colorectal Cancer Surgery,50th Percentile,2021,Days,22.0
Provincial,Nova Scotia,,Colorectal Cancer Surgery,90th Percentile,2021,Days,53.0
Provincial,Nova Scotia,,Colorectal Cancer Surgery,Volume,2021,Number of cases,241.0
Provincial,Nova Scotia,,CT Scan,50th Percentile,2021,Days,28.0
Provincial,Nova Scotia,,CT Scan,90th Percentile,2021,Days,119.0
Provincial,Nova Scotia,,CT Scan,Volume,2021,Number of cases,38031.0
Provincial,Nova Scotia,,Hip Fracture Repair,% Meeting Benchmark,2021,Proportion,88.376753507014
Provincial,Nova Scotia,,Hip Fracture Repair,50th Percentile,2021,Hours,20.95
Provincial,Nova Scotia,,Hip Fracture Repair,90th Percentile,2021,Hours,51.0666666666667
Provincial,Nova Scotia,,Hip Fracture Repair,Volume,2021,Number of cases,499.0
Provincial,Nova Scotia,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2021,Proportion,N/A
Provincial,Nova Scotia,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2021,Hours,N/A
Provincial,Nova Scotia,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2021,Hours,N/A
Provincial,Nova Scotia,,Hip Fracture Repair/Emergency and Inpatient,Volume,2021,Number of cases,N/A
Provincial,Nova Scotia,,Hip Replacement,% Meeting Benchmark,2021,Proportion,59.0
Provincial,Nova Scotia,,Hip Replacement,50th Percentile,2021,Days,152.0
Provincial,Nova Scotia,,Hip Replacement,90th Percentile,2021,Days,608.0
Provincial,Nova Scotia,,Hip Replacement,Volume,2021,Number of cases,564.0
Provincial,Nova Scotia,,Knee Replacement,% Meeting Benchmark,2021,Proportion,50.7
Provincial,Nova Scotia,,Knee Replacement,50th Percentile,2021,Days,179.0
Provincial,Nova Scotia,,Knee Replacement,90th Percentile,2021,Days,658.0
Provincial,Nova Scotia,,Knee Replacement,Volume,2021,Number of cases,946.0
Provincial,Nova Scotia,,Lung Cancer Surgery,50th Percentile,2021,Days,21.0
Provincial,Nova Scotia,,Lung Cancer Surgery,90th Percentile,2021,Days,69.0
Provincial,Nova Scotia,,Lung Cancer Surgery,Volume,2021,Number of cases,161.0
Provincial,Nova Scotia,,MRI Scan,50th Percentile,2021,Days,83.0
Provincial,Nova Scotia,,MRI Scan,90th Percentile,2021,Days,263.0
Provincial,Nova Scotia,,MRI Scan,Volume,2021,Number of cases,12044.0
Provincial,Nova Scotia,,Prostate Cancer Surgery,50th Percentile,2021,Days,61.0
Provincial,Nova Scotia,,Prostate Cancer Surgery,90th Percentile,2021,Days,115.0
Provincial,Nova Scotia,,Prostate Cancer Surgery,Volume,2021,Number of cases,106.0
Provincial,Nova Scotia,,Radiation Therapy,% Meeting Benchmark,2021,Proportion,88.0
Provincial,Nova Scotia,,Radiation Therapy,50th Percentile,2021,Days,14.0
Provincial,Nova Scotia,,Radiation Therapy,90th Percentile,2021,Days,30.0
Provincial,Nova Scotia,,Radiation Therapy,Volume,2021,Number of cases,1482.0
Provincial,Ontario,,Bladder Cancer Surgery,50th Percentile,2021,Days,22.0
Provincial,Ontario,,Bladder Cancer Surgery,90th Percentile,2021,Days,62.0
Provincial,Ontario,,Bladder Cancer Surgery,Volume,2021,Number of cases,5366.0
Provincial,Ontario,,Breast Cancer Surgery,50th Percentile,2021,Days,16.0
Provincial,Ontario,,Breast Cancer Surgery,90th Percentile,2021,Days,33.0
Provincial,Ontario,,Breast Cancer Surgery,Volume,2021,Number of cases,6219.0
Provincial,Ontario,,CABG,50th Percentile,2021,Days,7.0
Provincial,Ontario,,CABG,90th Percentile,2021,Days,67.0
Provincial,Ontario,,CABG,Volume,2021,Number of cases,2781.0
Provincial,Ontario,,Cataract Surgery,% Meeting Benchmark,2021,Proportion,60.4144900556579
Provincial,Ontario,,Cataract Surgery,50th Percentile,2021,Days,88.0
Provincial,Ontario,,Cataract Surgery,90th Percentile,2021,Days,286.0
Provincial,Ontario,,Cataract Surgery,Volume,2021,Number of cases,52643.0
Provincial,Ontario,,Colorectal Cancer Surgery,50th Percentile,2021,Days,17.0
Provincial,Ontario,,Colorectal Cancer Surgery,90th Percentile,2021,Days,37.0
Provincial,Ontario,,Colorectal Cancer Surgery,Volume,2021,Number of cases,2504.0
Provincial,Ontario,,CT Scan,50th Percentile,2021,Days,5.0
Provincial,Ontario,,CT Scan,90th Percentile,2021,Days,41.0
Provincial,Ontario,,CT Scan,Volume,2021,Number of cases,513775.0
Provincial,Ontario,,Hip Fracture Repair,% Meeting Benchmark,2021,Proportion,84.4049485973166
Provincial,Ontario,,Hip Fracture Repair,50th Percentile,2021,Hours,24.6333333333333
Provincial,Ontario,,Hip Fracture Repair,90th Percentile,2021,Hours,57.3333333333333
Provincial,Ontario,,Hip Fracture Repair,Volume,2021,Number of cases,5739.0
Provincial,Ontario,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2021,Proportion,76.54297615
Provincial,Ontario,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2021,Hours,30.34166667
Provincial,Ontario,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2021,Hours,64.46666667
Provincial,Ontario,,Hip Fracture Repair/Emergency and Inpatient,Volume,2021,Number of cases,5282.0
Provincial,Ontario,,Hip Replacement,% Meeting Benchmark,2021,Proportion,75.0831946755408
Provincial,Ontario,,Hip Replacement,50th Percentile,2021,Days,104.0
Provincial,Ontario,,Hip Replacement,90th Percentile,2021,Days,302.0
Provincial,Ontario,,Hip Replacement,Volume,2021,Number of cases,7212.0
Provincial,Ontario,,Knee Replacement,% Meeting Benchmark,2021,Proportion,71.1407491486947
Provincial,Ontario,,Knee Replacement,50th Percentile,2021,Days,112.0
Provincial,Ontario,,Knee Replacement,90th Percentile,2021,Days,363.0
Provincial,Ontario,,Knee Replacement,Volume,2021,Number of cases,10572.0
Provincial,Ontario,,Lung Cancer Surgery,50th Percentile,2021,Days,20.0
Provincial,Ontario,,Lung Cancer Surgery,90th Percentile,2021,Days,44.0
Provincial,Ontario,,Lung Cancer Surgery,Volume,2021,Number of cases,1388.0
Provincial,Ontario,,MRI Scan,50th Percentile,2021,Days,29.0
Provincial,Ontario,,MRI Scan,90th Percentile,2021,Days,111.0
Provincial,Ontario,,MRI Scan,Volume,2021,Number of cases,358935.0
Provincial,Ontario,,Prostate Cancer Surgery,50th Percentile,2021,Days,41.0
Provincial,Ontario,,Prostate Cancer Surgery,90th Percentile,2021,Days,96.0
Provincial,Ontario,,Prostate Cancer Surgery,Volume,2021,Number of cases,1013.0
Provincial,Ontario,,Radiation Therapy,% Meeting Benchmark,2021,Proportion,98.08
Provincial,Ontario,,Radiation Therapy,50th Percentile,2021,Days,9.8
Provincial,Ontario,,Radiation Therapy,90th Percentile,2021,Days,16.8
Provincial,Ontario,,Radiation Therapy,Volume,2021,Number of cases,17725.0
Provincial,Prince Edward Island,,Bladder Cancer Surgery,50th Percentile,2021,Days,19.0
Provincial,Prince Edward Island,,Bladder Cancer Surgery,90th Percentile,2021,Days,46.0
Provincial,Prince Edward Island,,Bladder Cancer Surgery,Volume,2021,Number of cases,39.0
Provincial,Prince Edward Island,,Breast Cancer Surgery,50th Percentile,2021,Days,20.0
Provincial,Prince Edward Island,,Breast Cancer Surgery,90th Percentile,2021,Days,41.0
Provincial,Prince Edward Island,,Breast Cancer Surgery,Volume,2021,Number of cases,46.0
Provincial,Prince Edward Island,,CABG,50th Percentile,2021,Days,N/A
Provincial,Prince Edward Island,,CABG,90th Percentile,2021,Days,N/A
Provincial,Prince Edward Island,,CABG,Volume,2021,Number of cases,N/A
Provincial,Prince Edward Island,,Cataract Surgery,% Meeting Benchmark,2021,Proportion,30.5
Provincial,Prince Edward Island,,Cataract Surgery,50th Percentile,2021,Days,161.5
Provincial,Prince Edward Island,,Cataract Surgery,90th Percentile,2021,Days,323.9
Provincial,Prince Edward Island,,Cataract Surgery,Volume,2021,Number of cases,725.0
Provincial,Prince Edward Island,,Colorectal Cancer Surgery,50th Percentile,2021,Days,20.5
Provincial,Prince Edward Island,,Colorectal Cancer Surgery,90th Percentile,2021,Days,53.6
Provincial,Prince Edward Island,,Colorectal Cancer Surgery,Volume,2021,Number of cases,24.0
Provincial,Prince Edward Island,,CT Scan,50th Percentile,2021,Days,26.8
Provincial,Prince Edward Island,,CT Scan,90th Percentile,2021,Days,106.0
Provincial,Prince Edward Island,,CT Scan,Volume,2021,Number of cases,4731.0
Provincial,Prince Edward Island,,Hip Fracture Repair,% Meeting Benchmark,2021,Proportion,95.0
Provincial,Prince Edward Island,,Hip Fracture Repair,50th Percentile,2021,Hours,17.15
Provincial,Prince Edward Island,,Hip Fracture Repair,90th Percentile,2021,Hours,40.7083333333333
Provincial,Prince Edward Island,,Hip Fracture Repair,Volume,2021,Number of cases,60.0
Provincial,Prince Edward Island,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2021,Proportion,93.5
Provincial,Prince Edward Island,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2021,Hours,17.7
Provincial,Prince Edward Island,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2021,Hours,45.4
Provincial,Prince Edward Island,,Hip Fracture Repair/Emergency and Inpatient,Volume,2021,Number of cases,62.0
Provincial,Prince Edward Island,,Hip Replacement,% Meeting Benchmark,2021,Proportion,56.3
Provincial,Prince Edward Island,,Hip Replacement,50th Percentile,2021,Days,162.1
Provincial,Prince Edward Island,,Hip Replacement,90th Percentile,2021,Days,347.9
Provincial,Prince Edward Island,,Hip Replacement,Volume,2021,Number of cases,142.0
Provincial,Prince Edward Island,,Knee Replacement,% Meeting Benchmark,2021,Proportion,46.2
Provincial,Prince Edward Island,,Knee Replacement,50th Percentile,2021,Days,203.6
Provincial,Prince Edward Island,,Knee Replacement,90th Percentile,2021,Days,413.4
Provincial,Prince Edward Island,,Knee Replacement,Volume,2021,Number of cases,279.0
Provincial,Prince Edward Island,,Lung Cancer Surgery,50th Percentile,2021,Days,N/A
Provincial,Prince Edward Island,,Lung Cancer Surgery,90th Percentile,2021,Days,N/A
Provincial,Prince Edward Island,,Lung Cancer Surgery,Volume,2021,Number of cases,N/A
Provincial,Prince Edward Island,,MRI Scan,50th Percentile,2021,Days,34.2
Provincial,Prince Edward Island,,MRI Scan,90th Percentile,2021,Days,214.4
Provincial,Prince Edward Island,,MRI Scan,Volume,2021,Number of cases,2405.0
Provincial,Prince Edward Island,,Prostate Cancer Surgery,50th Percentile,2021,Days,N/A
Provincial,Prince Edward Island,,Prostate Cancer Surgery,90th Percentile,2021,Days,N/A
Provincial,Prince Edward Island,,Prostate Cancer Surgery,Volume,2021,Number of cases,N/A
Provincial,Prince Edward Island,,Radiation Therapy,% Meeting Benchmark,2021,Proportion,99.2
Provincial,Prince Edward Island,,Radiation Therapy,50th Percentile,2021,Days,12.0
Provincial,Prince Edward Island,,Radiation Therapy,90th Percentile,2021,Days,20.0
Provincial,Prince Edward Island,,Radiation Therapy,Volume,2021,Number of cases,243.0
Provincial,Quebec,,Bladder Cancer Surgery,50th Percentile,2021,Days,27.0
Provincial,Quebec,,Bladder Cancer Surgery,90th Percentile,2021,Days,57.0
Provincial,Quebec,,Bladder Cancer Surgery,Volume,2021,Number of cases,3232.0
Provincial,Quebec,,Breast Cancer Surgery,50th Percentile,2021,Days,22.0
Provincial,Quebec,,Breast Cancer Surgery,90th Percentile,2021,Days,45.0
Provincial,Quebec,,Breast Cancer Surgery,Volume,2021,Number of cases,3802.0
Provincial,Quebec,,CABG,50th Percentile,2021,Days,N/A
Provincial,Quebec,,CABG,90th Percentile,2021,Days,N/A
Provincial,Quebec,,CABG,Volume,2021,Number of cases,2724.0
Provincial,Quebec,,Cataract Surgery,% Meeting Benchmark,2021,Proportion,68.3
Provincial,Quebec,,Cataract Surgery,50th Percentile,2021,Days,65.0
Provincial,Quebec,,Cataract Surgery,90th Percentile,2021,Days,231.0
Provincial,Quebec,,Cataract Surgery,Volume,2021,Number of cases,38955.0
Provincial,Quebec,,Colorectal Cancer Surgery,50th Percentile,2021,Days,22.0
Provincial,Quebec,,Colorectal Cancer Surgery,90th Percentile,2021,Days,44.0
Provincial,Quebec,,Colorectal Cancer Surgery,Volume,2021,Number of cases,1580.0
Provincial,Quebec,,CT Scan,50th Percentile,2021,Days,N/A
Provincial,Quebec,,CT Scan,90th Percentile,2021,Days,N/A
Provincial,Quebec,,CT Scan,Volume,2021,Number of cases,N/A
Provincial,Quebec,,Hip Fracture Repair,% Meeting Benchmark,2021,Proportion,N/A
Provincial,Quebec,,Hip Fracture Repair,50th Percentile,2021,Hours,N/A
Provincial,Quebec,,Hip Fracture Repair,90th Percentile,2021,Hours,N/A
Provincial,Quebec,,Hip Fracture Repair,Volume,2021,Number of cases,N/A
Provincial,Quebec,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2021,Proportion,N/A
Provincial,Quebec,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2021,Hours,N/A
Provincial,Quebec,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2021,Hours,N/A
Provincial,Quebec,,Hip Fracture Repair/Emergency and Inpatient,Volume,2021,Number of cases,N/A
Provincial,Quebec,,Hip Replacement,% Meeting Benchmark,2021,Proportion,51.9
Provincial,Quebec,,Hip Replacement,50th Percentile,2021,Days,176.0
Provincial,Quebec,,Hip Replacement,90th Percentile,2021,Days,440.0
Provincial,Quebec,,Hip Replacement,Volume,2021,Number of cases,3495.0
Provincial,Quebec,,Knee Replacement,% Meeting Benchmark,2021,Proportion,44.3
Provincial,Quebec,,Knee Replacement,50th Percentile,2021,Days,206.0
Provincial,Quebec,,Knee Replacement,90th Percentile,2021,Days,491.0
Provincial,Quebec,,Knee Replacement,Volume,2021,Number of cases,4232.0
Provincial,Quebec,,Lung Cancer Surgery,50th Percentile,2021,Days,25.0
Provincial,Quebec,,Lung Cancer Surgery,90th Percentile,2021,Days,57.0
Provincial,Quebec,,Lung Cancer Surgery,Volume,2021,Number of cases,1158.0
Provincial,Quebec,,MRI Scan,50th Percentile,2021,Days,N/A
Provincial,Quebec,,MRI Scan,90th Percentile,2021,Days,N/A
Provincial,Quebec,,MRI Scan,Volume,2021,Number of cases,N/A
Provincial,Quebec,,Prostate Cancer Surgery,50th Percentile,2021,Days,36.0
Provincial,Quebec,,Prostate Cancer Surgery,90th Percentile,2021,Days,78.0
Provincial,Quebec,,Prostate Cancer Surgery,Volume,2021,Number of cases,707.0
Provincial,Quebec,,Radiation Therapy,% Meeting Benchmark,2021,Proportion,99.0
Provincial,Quebec,,Radiation Therapy,50th Percentile,2021,Days,N/A
Provincial,Quebec,,Radiation Therapy,90th Percentile,2021,Days,N/A
Provincial,Quebec,,Radiation Therapy,Volume,2021,Number of cases,12590.0
Provincial,Saskatchewan,,Bladder Cancer Surgery,50th Percentile,2021,Days,16.0
Provincial,Saskatchewan,,Bladder Cancer Surgery,90th Percentile,2021,Days,29.0
Provincial,Saskatchewan,,Bladder Cancer Surgery,Volume,2021,Number of cases,307.0
Provincial,Saskatchewan,,Breast Cancer Surgery,50th Percentile,2021,Days,19.0
Provincial,Saskatchewan,,Breast Cancer Surgery,90th Percentile,2021,Days,35.0
Provincial,Saskatchewan,,Breast Cancer Surgery,Volume,2021,Number of cases,387.0
Provincial,Saskatchewan,,CABG,50th Percentile,2021,Days,6.0
Provincial,Saskatchewan,,CABG,90th Percentile,2021,Days,84.0
Provincial,Saskatchewan,,CABG,Volume,2021,Number of cases,109.0
Provincial,Saskatchewan,,Cataract Surgery,% Meeting Benchmark,2021,Proportion,63.4897713598075
Provincial,Saskatchewan,,Cataract Surgery,50th Percentile,2021,Days,84.0
Provincial,Saskatchewan,,Cataract Surgery,90th Percentile,2021,Days,251.0
Provincial,Saskatchewan,,Cataract Surgery,Volume,2021,Number of cases,4155.0
Provincial,Saskatchewan,,Colorectal Cancer Surgery,50th Percentile,2021,Days,20.0
Provincial,Saskatchewan,,Colorectal Cancer Surgery,90th Percentile,2021,Days,39.5
Provincial,Saskatchewan,,Colorectal Cancer Surgery,Volume,2021,Number of cases,180.0
Provincial,Saskatchewan,,CT Scan,50th Percentile,2021,Days,27.0
Provincial,Saskatchewan,,CT Scan,90th Percentile,2021,Days,106.0
Provincial,Saskatchewan,,CT Scan,Volume,2021,Number of cases,21462.0
Provincial,Saskatchewan,,Hip Fracture Repair,% Meeting Benchmark,2021,Proportion,82.5335892514395
Provincial,Saskatchewan,,Hip Fracture Repair,50th Percentile,2021,Hours,27.5333333333333
Provincial,Saskatchewan,,Hip Fracture Repair,90th Percentile,2021,Hours,63.9833333333333
Provincial,Saskatchewan,,Hip Fracture Repair,Volume,2021,Number of cases,521.0
Provincial,Saskatchewan,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2021,Proportion,N/A
Provincial,Saskatchewan,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2021,Hours,N/A
Provincial,Saskatchewan,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2021,Hours,N/A
Provincial,Saskatchewan,,Hip Fracture Repair/Emergency and Inpatient,Volume,2021,Number of cases,N/A
Provincial,Saskatchewan,,Hip Replacement,% Meeting Benchmark,2021,Proportion,42.6491994177584
Provincial,Saskatchewan,,Hip Replacement,50th Percentile,2021,Days,234.0
Provincial,Saskatchewan,,Hip Replacement,90th Percentile,2021,Days,639.0
Provincial,Saskatchewan,,Hip Replacement,Volume,2021,Number of cases,687.0
Provincial,Saskatchewan,,Knee Replacement,% Meeting Benchmark,2021,Proportion,30.2300109529025
Provincial,Saskatchewan,,Knee Replacement,50th Percentile,2021,Days,416.0
Provincial,Saskatchewan,,Knee Replacement,90th Percentile,2021,Days,695.0
Provincial,Saskatchewan,,Knee Replacement,Volume,2021,Number of cases,913.0
Provincial,Saskatchewan,,Lung Cancer Surgery,50th Percentile,2021,Days,18.0
Provincial,Saskatchewan,,Lung Cancer Surgery,90th Percentile,2021,Days,41.0
Provincial,Saskatchewan,,Lung Cancer Surgery,Volume,2021,Number of cases,56.0
Provincial,Saskatchewan,,MRI Scan,50th Percentile,2021,Days,30.0
Provincial,Saskatchewan,,MRI Scan,90th Percentile,2021,Days,193.0
Provincial,Saskatchewan,,MRI Scan,Volume,2021,Number of cases,12638.0
Provincial,Saskatchewan,,Prostate Cancer Surgery,50th Percentile,2021,Days,44.0
Provincial,Saskatchewan,,Prostate Cancer Surgery,90th Percentile,2021,Days,157.0
Provincial,Saskatchewan,,Prostate Cancer Surgery,Volume,2021,Number of cases,89.0
Provincial,Saskatchewan,,Radiation Therapy,% Meeting Benchmark,2021,Proportion,98.0
Provincial,Saskatchewan,,Radiation Therapy,50th Percentile,2021,Days,7.0
Provincial,Saskatchewan,,Radiation Therapy,90th Percentile,2021,Days,19.0
Provincial,Saskatchewan,,Radiation Therapy,Volume,2021,Number of cases,1202.0
Provincial,Alberta,,Bladder Cancer Surgery,50th Percentile,2022,Days,30.0
Provincial,Alberta,,Bladder Cancer Surgery,90th Percentile,2022,Days,78.0
Provincial,Alberta,,Bladder Cancer Surgery,Volume,2022,Number of cases,977.0
Provincial,Alberta,,Breast Cancer Surgery,50th Percentile,2022,Days,21.0
Provincial,Alberta,,Breast Cancer Surgery,90th Percentile,2022,Days,43.0
Provincial,Alberta,,Breast Cancer Surgery,Volume,2022,Number of cases,1679.0
Provincial,Alberta,,CABG,50th Percentile,2022,Days,7.0
Provincial,Alberta,,CABG,90th Percentile,2022,Days,47.0
Provincial,Alberta,,CABG,Volume,2022,Number of cases,444.0
Provincial,Alberta,,Cataract Surgery,% Meeting Benchmark,2022,Proportion,65.5
Provincial,Alberta,,Cataract Surgery,50th Percentile,2022,Days,75.0
Provincial,Alberta,,Cataract Surgery,90th Percentile,2022,Days,259.0
Provincial,Alberta,,Cataract Surgery,Volume,2022,Number of cases,12372.0
Provincial,Alberta,,Colorectal Cancer Surgery,50th Percentile,2022,Days,25.0
Provincial,Alberta,,Colorectal Cancer Surgery,90th Percentile,2022,Days,63.0
Provincial,Alberta,,Colorectal Cancer Surgery,Volume,2022,Number of cases,692.0
Provincial,Alberta,,CT Scan,50th Percentile,2022,Days,14.0
Provincial,Alberta,,CT Scan,90th Percentile,2022,Days,90.0
Provincial,Alberta,,CT Scan,Volume,2022,Number of cases,69303.0
Provincial,Alberta,,Hip Fracture Repair,% Meeting Benchmark,2022,Proportion,88.5370487650412
Provincial,Alberta,,Hip Fracture Repair,50th Percentile,2022,Hours,20.6833333333333
Provincial,Alberta,,Hip Fracture Repair,90th Percentile,2022,Hours,52.35
Provincial,Alberta,,Hip Fracture Repair,Volume,2022,Number of cases,1579.0
Provincial,Alberta,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2022,Proportion,80.4979253112033
Provincial,Alberta,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2022,Hours,28.5916666666667
Provincial,Alberta,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2022,Hours,64.25
Provincial,Alberta,,Hip Fracture Repair/Emergency and Inpatient,Volume,2022,Number of cases,1446.0
Provincial,Alberta,,Hip Replacement,% Meeting Benchmark,2022,Proportion,38.1
Provincial,Alberta,,Hip Replacement,50th Percentile,2022,Days,232.0
Provincial,Alberta,,Hip Replacement,90th Percentile,2022,Days,497.0
Provincial,Alberta,,Hip Replacement,Volume,2022,Number of cases,2553.0
Provincial,Alberta,,Knee Replacement,% Meeting Benchmark,2022,Proportion,26.9
Provincial,Alberta,,Knee Replacement,50th Percentile,2022,Days,283.0
Provincial,Alberta,,Knee Replacement,90th Percentile,2022,Days,584.0
Provincial,Alberta,,Knee Replacement,Volume,2022,Number of cases,3225.0
Provincial,Alberta,,Lung Cancer Surgery,50th Percentile,2022,Days,34.0
Provincial,Alberta,,Lung Cancer Surgery,90th Percentile,2022,Days,71.0
Provincial,Alberta,,Lung Cancer Surgery,Volume,2022,Number of cases,389.0
Provincial,Alberta,,MRI Scan,50th Percentile,2022,Days,44.0
Provincial,Alberta,,MRI Scan,90th Percentile,2022,Days,190.0
Provincial,Alberta,,MRI Scan,Volume,2022,Number of cases,63233.0
Provincial,Alberta,,Prostate Cancer Surgery,50th Percentile,2022,Days,76.0
Provincial,Alberta,,Prostate Cancer Surgery,90th Percentile,2022,Days,168.0
Provincial,Alberta,,Prostate Cancer Surgery,Volume,2022,Number of cases,523.0
Provincial,Alberta,,Radiation Therapy,% Meeting Benchmark,2022,Proportion,98.0
Provincial,Alberta,,Radiation Therapy,50th Percentile,2022,Days,9.8
Provincial,Alberta,,Radiation Therapy,90th Percentile,2022,Days,21.0
Provincial,Alberta,,Radiation Therapy,Volume,2022,Number of cases,4795.0
Provincial,British Columbia,,Bladder Cancer Surgery,50th Percentile,2022,Days,25.0
Provincial,British Columbia,,Bladder Cancer Surgery,90th Percentile,2022,Days,62.0
Provincial,British Columbia,,Bladder Cancer Surgery,Volume,2022,Number of cases,1859.0
Provincial,British Columbia,,Breast Cancer Surgery,50th Percentile,2022,Days,20.0
Provincial,British Columbia,,Breast Cancer Surgery,90th Percentile,2022,Days,44.0
Provincial,British Columbia,,Breast Cancer Surgery,Volume,2022,Number of cases,2305.0
Provincial,British Columbia,,CABG,50th Percentile,2022,Days,7.0
Provincial,British Columbia,,CABG,90th Percentile,2022,Days,103.0
Provincial,British Columbia,,CABG,Volume,2022,Number of cases,877.0
Provincial,British Columbia,,Cataract Surgery,% Meeting Benchmark,2022,Proportion,81.1
Provincial,British Columbia,,Cataract Surgery,50th Percentile,2022,Days,43.0
Provincial,British Columbia,,Cataract Surgery,90th Percentile,2022,Days,163.0
Provincial,British Columbia,,Cataract Surgery,Volume,2022,Number of cases,37652.0
Provincial,British Columbia,,Colorectal Cancer Surgery,50th Percentile,2022,Days,21.0
Provincial,British Columbia,,Colorectal Cancer Surgery,90th Percentile,2022,Days,55.0
Provincial,British Columbia,,Colorectal Cancer Surgery,Volume,2022,Number of cases,908.0
Provincial,British Columbia,,CT Scan,50th Percentile,2022,Days,23.0
Provincial,British Columbia,,CT Scan,90th Percentile,2022,Days,134.0
Provincial,British Columbia,,CT Scan,Volume,2022,Number of cases,144598.0
Provincial,British Columbia,,Hip Fracture Repair,% Meeting Benchmark,2022,Proportion,77.1149144254279
Provincial,British Columbia,,Hip Fracture Repair,50th Percentile,2022,Hours,28.55
Provincial,British Columbia,,Hip Fracture Repair,90th Percentile,2022,Hours,67.0333333333333
Provincial,British Columbia,,Hip Fracture Repair,Volume,2022,Number of cases,2045.0
Provincial,British Columbia,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2022,Proportion,N/A
Provincial,British Columbia,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2022,Hours,N/A
Provincial,British Columbia,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2022,Hours,N/A
Provincial,British Columbia,,Hip Fracture Repair/Emergency and Inpatient,Volume,2022,Number of cases,N/A
Provincial,British Columbia,,Hip Replacement,% Meeting Benchmark,2022,Proportion,62.1
Provincial,British Columbia,,Hip Replacement,50th Percentile,2022,Days,149.0
Provincial,British Columbia,,Hip Replacement,90th Percentile,2022,Days,333.0
Provincial,British Columbia,,Hip Replacement,Volume,2022,Number of cases,3571.0
Provincial,British Columbia,,Knee Replacement,% Meeting Benchmark,2022,Proportion,55.7
Provincial,British Columbia,,Knee Replacement,50th Percentile,2022,Days,164.0
Provincial,British Columbia,,Knee Replacement,90th Percentile,2022,Days,397.0
Provincial,British Columbia,,Knee Replacement,Volume,2022,Number of cases,5091.0
Provincial,British Columbia,,Lung Cancer Surgery,50th Percentile,2022,Days,21.0
Provincial,British Columbia,,Lung Cancer Surgery,90th Percentile,2022,Days,57.0
Provincial,British Columbia,,Lung Cancer Surgery,Volume,2022,Number of cases,500.0
Provincial,British Columbia,,MRI Scan,50th Percentile,2022,Days,50.0
Provincial,British Columbia,,MRI Scan,90th Percentile,2022,Days,139.0
Provincial,British Columbia,,MRI Scan,Volume,2022,Number of cases,95334.0
Provincial,British Columbia,,Prostate Cancer Surgery,50th Percentile,2022,Days,40.0
Provincial,British Columbia,,Prostate Cancer Surgery,90th Percentile,2022,Days,119.0
Provincial,British Columbia,,Prostate Cancer Surgery,Volume,2022,Number of cases,527.0
Provincial,British Columbia,,Radiation Therapy,% Meeting Benchmark,2022,Proportion,84.5384975792597
Provincial,British Columbia,,Radiation Therapy,50th Percentile,2022,Days,14.0
Provincial,British Columbia,,Radiation Therapy,90th Percentile,2022,Days,34.0
Provincial,British Columbia,,Radiation Therapy,Volume,2022,Number of cases,6403.0
Provincial,Manitoba,,Bladder Cancer Surgery,50th Percentile,2022,Days,N/A
Provincial,Manitoba,,Bladder Cancer Surgery,90th Percentile,2022,Days,N/A
Provincial,Manitoba,,Bladder Cancer Surgery,Volume,2022,Number of cases,N/A
Provincial,Manitoba,,Breast Cancer Surgery,50th Percentile,2022,Days,27.0
Provincial,Manitoba,,Breast Cancer Surgery,90th Percentile,2022,Days,56.0
Provincial,Manitoba,,Breast Cancer Surgery,Volume,2022,Number of cases,372.0
Provincial,Manitoba,,CABG,50th Percentile,2022,Days,11.0
Provincial,Manitoba,,CABG,90th Percentile,2022,Days,69.0
Provincial,Manitoba,,CABG,Volume,2022,Number of cases,161.0
Provincial,Manitoba,,Cataract Surgery,% Meeting Benchmark,2022,Proportion,43.0
Provincial,Manitoba,,Cataract Surgery,50th Percentile,2022,Days,126.0
Provincial,Manitoba,,Cataract Surgery,90th Percentile,2022,Days,574.0
Provincial,Manitoba,,Cataract Surgery,Volume,2022,Number of cases,4812.0
Provincial,Manitoba,,Colorectal Cancer Surgery,50th Percentile,2022,Days,N/A
